id_anonymisé;sexe;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;formule; âge;enfants;enfants_conduite_accompagne;revenus ;tranche-devis
ID_745;M;Commercial;Minivan;no;3;9.0;z_Highly Rural/ Rural;30/03/2022 17:53;dev_express;68;oui;non;[40k€+]; [200-300€]
ID_746;M;Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;05/01/2022 01:49;dev_integral;55;non;non;[20k€, 40k€]; [900+€]
ID_747;M;Commercial;Minivan;yes;0;8.0;Highly Urban/ Urban;13/03/2022 10:35;dev_express;65;non;non;[40k€+]; [200-300€]
ID_748;M;Commercial;z_SUV;no;0;12.0;z_Highly Rural/ Rural;13/04/2022 11:44;dev_integral;68;oui;non;[0, 20k€]; [900+€]
ID_749;M;Private;Minivan;no;1;14.0;Highly Urban/ Urban;03/05/2022 02:56;dev_express;69;oui;non;[40k€+]; [200-300€]
ID_750;F;Private;z_SUV;no;5;5.0;Highly Urban/ Urban;10/03/2022 06:59;dev_express;75;non;non;[40k€+]; [200-300€]
ID_751;M;Commercial;z_SUV;no;0;8.0;Highly Urban/ Urban;19/03/2022 08:30;dev_integral;30;non;non;[40k€+]; [900+€]
ID_752;M;Commercial;Pickup;no;3;9.0;Highly Urban/ Urban;12/05/2022 21:36;dev_integral;5;oui;oui;[20k€, 40k€]; [900+€]
ID_753;M;Private;z_SUV;no;4;3.0;Highly Urban/ Urban;19/04/2022 01:39;dev_express;75;non;non;[20k€, 40k€]; [200-300€]
ID_754;F;Private;Minivan;yes;0;20.0;Highly Urban/ Urban;09/03/2022 04:34;dev_express;29;non;non;[40k€+]; [200-300€]
ID_755;M;Commercial;Panel Truck;yes;1;9.0;Highly Urban/ Urban;30/03/2022 06:16;dev_integral;58;non;non;[40k€+]; [200-300€]
ID_756;M;Private;Pickup;no;2;6.0;Highly Urban/ Urban;17/01/2022 09:47;dev_integral;40;non;non;[20k€, 40k€]; [900+€]
ID_757;F;Commercial;Pickup;no;7;1.0;Highly Urban/ Urban;14/04/2022 13:13;dev_express;54;oui;non;[20k€, 40k€]; [200-300€]
ID_758;M;Private;Sports Car;no;1;8.0;Highly Urban/ Urban;07/04/2022 23:39;dev_premium;61;non;non;[0, 20k€]; [900+€]
ID_759;F;Private;Sports Car;yes;1;10.0;Highly Urban/ Urban;26/01/2022 06:42;dev_integral;29;non;non;[40k€+]; [900+€]
ID_760;M;Private;Minivan;no;2;16.0;Highly Urban/ Urban;26/01/2022 18:39;dev_integral;18;oui;non;[40k€+]; [200-300€]
ID_761;F;Private;z_SUV;no;2;11.0;Highly Urban/ Urban;15/03/2022 15:42;dev_integral;43;non;non;[40k€+]; [900+€]
ID_762;F;Private;z_SUV;yes;0;17.0;Highly Urban/ Urban;30/05/2022 14:54;dev_integral;55;non;non;[40k€+]; [900+€]
ID_763;M;Commercial;Pickup;yes;2;1.0;Highly Urban/ Urban;09/04/2022 00:17;dev_express;8;oui;oui;[0, 20k€]; [200-300€]
ID_764;F;Private;Minivan;yes;0;8.0;Highly Urban/ Urban;21/05/2022 17:50;dev_premium;49;non;non;[20k€, 40k€]; [900+€]
ID_765;M;Commercial;Pickup;yes;0;10.0;Highly Urban/ Urban;01/01/2022 05:44;dev_integral;9;oui;non;[40k€+]; [900+€]
ID_766;M;Private;z_SUV;no;2;15.0;Highly Urban/ Urban;24/02/2022 00:48;dev_express;93;non;non;[40k€+]; [200-300€]
ID_767;F;Private;Pickup;no;2;10.0;Highly Urban/ Urban;12/01/2022 00:48;dev_integral;28;non;non;[40k€+]; [900+€]
ID_768;M;Private;Sports Car;no;0;1.0;Highly Urban/ Urban;14/01/2022 11:52;dev_integral;73;oui;oui;[0, 20k€]; [900+€]
ID_769;F;Commercial;Pickup;no;1;7.0;z_Highly Rural/ Rural;02/02/2022 05:11;dev_integral;61;oui;non;[0, 20k€]; [900+€]
ID_770;M;Private;Minivan;yes;2;14.0;Highly Urban/ Urban;10/04/2022 20:24;dev_integral;51;non;non;[40k€+]; [900+€]
ID_771;M;Private;z_SUV;no;4;5.0;Highly Urban/ Urban;28/05/2022 19:58;dev_integral;16;non;non;[40k€+]; [900+€]
ID_772;M;Commercial;Minivan;yes;1;1.0;Highly Urban/ Urban;19/05/2022 06:35;dev_integral;36;non;non;[40k€+]; [900+€]
ID_773;F;Private;Minivan;yes;0;9.0;Highly Urban/ Urban;05/03/2022 18:04;dev_integral;52;non;non;[40k€+]; [200-300€]
ID_774;M;Commercial;Pickup;no;3;16.0;Highly Urban/ Urban;04/01/2022 08:53;dev_express;72;non;non;[40k€+]; [200-300€]
ID_775;M;Commercial;Van;yes;2;9.0;Highly Urban/ Urban;23/04/2022 00:38;dev_integral;29;non;non;[40k€+]; [200-300€]
ID_776;M;Private;z_SUV;no;2;16.0;Highly Urban/ Urban;19/01/2022 08:22;dev_integral;71;non;non;[40k€+]; [900+€]
ID_777;M;Commercial;Pickup;no;0;19.0;Highly Urban/ Urban;14/05/2022 21:13;dev_integral;61;non;non;[40k€+]; [200-300€]
ID_778;M;Commercial;Pickup;no;4;4.0;Highly Urban/ Urban;22/02/2022 09:35;dev_integral;67;non;non;[40k€+]; [900+€]
ID_779;F;Commercial;Panel Truck;no;0;17.0;Highly Urban/ Urban;24/02/2022 12:40;dev_integral;31;non;non;[40k€+]; [900+€]
ID_780;M;Commercial;Panel Truck;no;0;12.0;Highly Urban/ Urban;26/05/2022 12:01;dev_express;66;oui;non;[0, 20k€]; [200-300€]
ID_781;F;Commercial;z_SUV;no;1;1.0;z_Highly Rural/ Rural;14/01/2022 18:54;dev_integral;43;oui;non;[40k€+]; [200-300€]
ID_782;M;Private;Minivan;no;1;16.0;z_Highly Rural/ Rural;06/01/2022 06:03;dev_premium;65;non;non;[40k€+]; [900+€]
ID_783;F;Private;z_SUV;no;3;22.0;Highly Urban/ Urban;21/01/2022 20:55;dev_integral;7;oui;oui;[40k€+]; [200-300€]
ID_784;M;Private;Minivan;yes;2;12.0;Highly Urban/ Urban;12/04/2022 15:22;dev_integral;47;non;non;[40k€+]; [200-300€]
ID_785;M;Private;Minivan;no;1;15.0;Highly Urban/ Urban;05/01/2022 05:59;dev_premium;51;non;non;[40k€+]; [900+€]
ID_786;M;Commercial;Pickup;no;1;11.0;Highly Urban/ Urban;10/01/2022 06:19;dev_integral;65;non;non;[0, 20k€]; [900+€]
ID_787;F;Commercial;Minivan;no;0;1.0;z_Highly Rural/ Rural;08/04/2022 06:27;dev_premium;63;non;non;[40k€+]; [900+€]
ID_788;M;Private;Pickup;yes;3;15.0;Highly Urban/ Urban;30/03/2022 15:14;dev_integral;63;non;non;[40k€+]; [200-300€]
ID_789;M;Commercial;Panel Truck;yes;0;16.0;Highly Urban/ Urban;12/04/2022 05:10;dev_express;79;non;non;[40k€+]; [200-300€]
ID_790;F;Private;Minivan;yes;1;1.0;Highly Urban/ Urban;15/03/2022 08:34;dev_integral;83;non;non;[40k€+]; [900+€]
ID_791;F;Private;z_SUV;no;4;1.0;Highly Urban/ Urban;12/03/2022 10:18;dev_integral;84;oui;non;[0, 20k€]; [900+€]
ID_792;M;Commercial;Pickup;no;1;17.0;Highly Urban/ Urban;14/03/2022 14:38;dev_integral;66;non;non;[40k€+]; [200-300€]
ID_793;M;Commercial;Van;yes;0;13.0;Highly Urban/ Urban;09/01/2022 22:09;dev_integral;87;oui;non;[40k€+]; [900+€]
ID_794;M;Commercial;z_SUV;no;1;7.0;Highly Urban/ Urban;27/02/2022 16:55;dev_express;57;non;non;[0, 20k€]; [200-300€]
ID_795;F;Private;z_SUV;no;0;10.0;Highly Urban/ Urban;02/02/2022 08:14;dev_premium;70;oui;oui;[0, 20k€]; [900+€]
ID_796;M;Commercial;Sports Car;no;0;1.0;Highly Urban/ Urban;06/03/2022 16:17;dev_express;71;non;non;[40k€+]; [200-300€]
ID_797;M;Private;Minivan;yes;0;12.0;Highly Urban/ Urban;06/01/2022 06:25;dev_express;58;non;non;[40k€+]; [200-300€]
ID_798;F;Private;z_SUV;no;0;9.0;Highly Urban/ Urban;03/04/2022 02:20;dev_integral;37;non;non;[0, 20k€]; [900+€]
ID_799;F;Private;Minivan;no;0;10.0;Highly Urban/ Urban;30/04/2022 23:07;dev_integral;61;oui;non;[40k€+]; [200-300€]
ID_800;M;Private;Pickup;no;0;13.0;Highly Urban/ Urban;19/03/2022 17:09;dev_integral;86;non;non;[40k€+]; [900+€]
ID_801;F;Private;Minivan;yes;0;9.0;z_Highly Rural/ Rural;24/01/2022 05:53;dev_express;89;non;non;[40k€+]; [200-300€]
ID_802;F;Private;Minivan;yes;0;1.0;Highly Urban/ Urban;23/02/2022 04:42;dev_integral;62;oui;non;[0, 20k€]; [900+€]
ID_803;M;Commercial;Sports Car;no;7;8.0;Highly Urban/ Urban;17/05/2022 10:24;dev_integral;64;oui;non;[0, 20k€]; [200-300€]
ID_804;F;Private;Van;no;4;1.0;Highly Urban/ Urban;06/03/2022 00:45;dev_express;28;non;non;[0, 20k€]; [200-300€]
ID_805;F;Private;Pickup;no;1;1.0;Highly Urban/ Urban;13/03/2022 16:07;dev_integral;13;non;non;[0, 20k€]; [900+€]
ID_806;M;Commercial;z_SUV;no;0;10.0;Highly Urban/ Urban;10/02/2022 20:24;dev_premium;6;oui;non;[0, 20k€]; [900+€]
ID_807;F;Private;z_SUV;no;0;16.0;Highly Urban/ Urban;16/01/2022 04:07;dev_integral;67;non;non;[0, 20k€]; [900+€]
ID_808;M;Commercial;Panel Truck;yes;6;11.0;Highly Urban/ Urban;19/05/2022 17:14;dev_express;55;non;non;[20k€, 40k€]; [200-300€]
ID_809;M;Private;z_SUV;no;2;18.0;Highly Urban/ Urban;18/04/2022 02:22;dev_express;75;oui;non;[40k€+]; [200-300€]
ID_810;M;Commercial;z_SUV;no;2;5.0;z_Highly Rural/ Rural;13/01/2022 09:31;dev_integral;66;oui;non;[0, 20k€]; [900+€]
ID_811;M;Commercial;Panel Truck;yes;0;1.0;Highly Urban/ Urban;28/05/2022 06:19;dev_integral;52;non;non;[40k€+]; [900+€]
ID_812;F;Commercial;Panel Truck;yes;0;15.0;Highly Urban/ Urban;28/03/2022 01:51;dev_express;47;non;non;[40k€+]; [200-300€]
ID_813;F;Private;Minivan;no;1;3.0;Highly Urban/ Urban;15/03/2022 17:21;dev_integral;82;oui;non;[40k€+]; [900+€]
ID_814;M;Private;Pickup;yes;0;7.0;Highly Urban/ Urban;10/03/2022 08:41;dev_integral;62;oui;non;[0, 20k€]; [900+€]
ID_815;M;Private;z_SUV;no;4;5.0;z_Highly Rural/ Rural;20/01/2022 06:27;dev_express;74;oui;non;[40k€+]; [200-300€]
ID_816;F;Private;Minivan;yes;0;22.0;Highly Urban/ Urban;09/04/2022 17:10;dev_integral;61;non;non;[40k€+]; [900+€]
ID_817;M;Commercial;Pickup;no;1;21.0;Highly Urban/ Urban;05/03/2022 15:27;dev_premium;31;non;non;[40k€+]; [900+€]
ID_818;M;Commercial;Van;yes;0;14.0;Highly Urban/ Urban;09/04/2022 10:34;dev_premium;13;oui;oui;[40k€+]; [900+€]
ID_819;F;Private;Pickup;no;5;1.0;Highly Urban/ Urban;16/02/2022 13:50;dev_integral;59;oui;oui;[20k€, 40k€]; [200-300€]
ID_820;M;Commercial;Minivan;yes;6;10.0;Highly Urban/ Urban;06/04/2022 17:34;dev_integral;77;oui;non;[0, 20k€]; [900+€]
ID_821;F;Private;Van;no;4;11.0;Highly Urban/ Urban;23/03/2022 08:12;dev_express;68;non;non;[40k€+]; [200-300€]
ID_822;F;Private;z_SUV;no;3;1.0;Highly Urban/ Urban;25/01/2022 03:27;dev_express;75;oui;non;[20k€, 40k€]; [200-300€]
ID_823;F;Commercial;z_SUV;no;1;7.0;Highly Urban/ Urban;21/01/2022 09:35;dev_express;24;oui;non;[0, 20k€]; [200-300€]
ID_824;M;Private;Minivan;no;8;15.0;Highly Urban/ Urban;27/01/2022 16:51;dev_integral;70;oui;non;[40k€+]; [900+€]
ID_825;M;Commercial;z_SUV;no;9;1.0;Highly Urban/ Urban;22/04/2022 14:21;dev_integral;78;oui;non;[0, 20k€]; [900+€]
ID_826;M;Private;z_SUV;no;0;17.0;Highly Urban/ Urban;13/03/2022 23:40;dev_express;68;non;non;[40k€+]; [200-300€]
ID_827;F;Commercial;Van;no;4;8.0;Highly Urban/ Urban;15/01/2022 03:03;dev_premium;62;non;non;[40k€+]; [900+€]
ID_828;F;Private;Minivan;no;3;15.0;Highly Urban/ Urban;24/02/2022 23:09;dev_express;3;non;non;[0, 20k€]; [200-300€]
ID_829;F;Private;Minivan;no;0;1.0;Highly Urban/ Urban;27/03/2022 17:51;dev_integral;59;non;non;[40k€+]; [900+€]
ID_830;M;Commercial;Van;yes;0;10.0;Highly Urban/ Urban;02/04/2022 07:37;dev_express;62;non;non;[40k€+]; [200-300€]
ID_831;F;Private;Minivan;yes;1;1.0;Highly Urban/ Urban;18/02/2022 07:19;dev_integral;23;non;non;[20k€, 40k€]; [200-300€]
ID_832;M;Private;z_SUV;no;2;7.0;Highly Urban/ Urban;17/04/2022 09:27;dev_integral;79;oui;oui;[40k€+]; [200-300€]
ID_833;F;Commercial;Pickup;no;3;0;z_Highly Rural/ Rural;20/05/2022 03:29;dev_express;41;non;non;[20k€, 40k€]; [200-300€]
ID_834;F;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;29/01/2022 23:20;dev_integral;16;non;non;[0, 20k€]; [900+€]
ID_835;M;Private;z_SUV;no;3;7.0;Highly Urban/ Urban;01/05/2022 19:40;dev_express;43;non;non;[0, 20k€]; [200-300€]
ID_836;M;Private;z_SUV;no;4;1.0;Highly Urban/ Urban;02/05/2022 20:32;dev_premium;18;non;non;[0, 20k€]; [900+€]
ID_837;F;Commercial;Van;yes;4;17.0;Highly Urban/ Urban;22/04/2022 21:23;dev_express;64;non;non;[40k€+]; [200-300€]
ID_838;M;Private;z_SUV;no;7;18.0;Highly Urban/ Urban;24/01/2022 10:55;dev_integral;68;non;non;[40k€+]; [200-300€]
ID_839;M;Private;Pickup;no;0;9.0;Highly Urban/ Urban;23/02/2022 01:41;dev_premium;18;non;non;[40k€+]; [500-800€]
ID_840;F;Commercial;Van;yes;4;1.0;Highly Urban/ Urban;22/05/2022 10:59;dev_premium;64;non;non;[40k€+]; [900+€]
ID_841;F;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;17/03/2022 14:31;dev_vip;47;oui;oui;[20k€, 40k€]; [500-800€]
ID_842;F;Commercial;Panel Truck;yes;0;10.0;Highly Urban/ Urban;04/04/2022 00:54;dev_express;13;non;non;[40k€+]; [200-300€]
ID_843;M;Private;Minivan;no;4;4.0;z_Highly Rural/ Rural;01/05/2022 00:26;dev_integral;24;non;non;[20k€, 40k€]; [900+€]
ID_844;F;Commercial;Panel Truck;yes;4;6.0;Highly Urban/ Urban;02/05/2022 17:11;dev_integral;88;oui;non;[20k€, 40k€]; [200-300€]
ID_845;F;Commercial;Pickup;no;0;7.0;z_Highly Rural/ Rural;28/03/2022 12:11;dev_integral;27;oui;oui;[40k€+]; [200-300€]
ID_846;F;Commercial;Panel Truck;yes;1;12.0;Highly Urban/ Urban;19/05/2022 17:35;dev_integral;44;non;non;[40k€+]; [900+€]
ID_847;M;Private;Van;no;0;6.0;Highly Urban/ Urban;14/05/2022 09:17;dev_express;55;non;non;[20k€, 40k€]; [200-300€]
ID_848;F;Private;z_SUV;no;0;13.0;Highly Urban/ Urban;06/05/2022 04:55;dev_premium;82;oui;non;[40k€+]; [500-800€]
ID_849;M;Commercial;Pickup;no;2;10.0;Highly Urban/ Urban;25/04/2022 02:13;dev_premium;61;non;non;[40k€+]; [900+€]
ID_850;F;Private;z_SUV;no;6;13.0;Highly Urban/ Urban;18/03/2022 15:22;dev_premium;33;non;non;[40k€+]; [900+€]
ID_851;F;Private;Minivan;no;0;17.0;Highly Urban/ Urban;15/04/2022 20:51;dev_integral;39;non;non;[40k€+]; [900+€]
ID_852;F;Commercial;Pickup;no;0;9.0;Highly Urban/ Urban;20/01/2022 21:33;dev_premium;69;non;non;[40k€+]; [900+€]
ID_853;F;Commercial;z_SUV;no;4;9.0;Highly Urban/ Urban;14/03/2022 05:31;dev_vip;16;non;non;[0, 20k€]; [500-800€]
ID_854;M;Private;Sports Car;no;3;12.0;Highly Urban/ Urban;08/01/2022 07:30;dev_express;91;non;non;[40k€+]; [200-300€]
ID_855;F;Private;Sports Car;no;0;6.0;Highly Urban/ Urban;21/04/2022 14:09;dev_integral;78;oui;non;[0, 20k€]; [200-300€]
ID_856;F;Private;z_SUV;no;4;0;Highly Urban/ Urban;19/02/2022 17:32;dev_premium;88;non;non;[40k€+]; [500-800€]
ID_857;M;Commercial;Panel Truck;yes;2;8.0;Highly Urban/ Urban;04/04/2022 09:50;dev_integral;90;oui;non;[40k€+]; [900+€]
ID_858;M;Private;z_SUV;no;4;6.0;z_Highly Rural/ Rural;17/01/2022 08:07;dev_premium;41;oui;oui;[40k€+]; [900+€]
ID_859;F;Commercial;Panel Truck;no;5;12.0;Highly Urban/ Urban;14/01/2022 22:35;dev_express;42;non;non;[40k€+]; [200-300€]
ID_860;M;Commercial;Van;no;4;13.0;Highly Urban/ Urban;01/02/2022 10:47;dev_integral;59;non;non;[40k€+]; [900+€]
ID_861;F;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;03/04/2022 06:07;dev_integral;64;non;non;[40k€+]; [900+€]
ID_862;F;Private;Minivan;no;5;15.0;z_Highly Rural/ Rural;25/02/2022 19:43;dev_integral;64;non;non;[20k€, 40k€]; [900+€]
ID_863;M;Private;z_SUV;no;0;5.0;Highly Urban/ Urban;14/05/2022 23:10;dev_express;11;oui;oui;[0, 20k€]; [200-300€]
ID_864;M;Private;Pickup;no;2;1.0;Highly Urban/ Urban;01/02/2022 20:17;dev_express;45;non;non;[20k€, 40k€]; [200-300€]
ID_865;F;Private;Minivan;yes;1;16.0;Highly Urban/ Urban;09/02/2022 10:27;dev_premium;9;non;non;[40k€+]; [900+€]
ID_866;M;Private;Pickup;yes;3;9.0;Highly Urban/ Urban;13/01/2022 10:00;dev_integral;81;oui;non;[40k€+]; [900+€]
ID_867;M;Private;z_SUV;no;0;8.0;Highly Urban/ Urban;14/05/2022 03:38;dev_express;52;non;non;[40k€+]; [200-300€]
ID_868;F;Private;z_SUV;no;3;0;Highly Urban/ Urban;27/01/2022 11:04;dev_premium;56;non;non;[40k€+]; [900+€]
ID_869;M;Commercial;Van;no;0;7.0;Highly Urban/ Urban;03/01/2022 08:30;dev_integral;50;non;non;[40k€+]; [900+€]
ID_870;M;Commercial;Pickup;no;4;7.0;Highly Urban/ Urban;26/03/2022 11:54;dev_integral;84;non;non;[0, 20k€]; [900+€]
ID_871;F;Private;Minivan;no;0;10.0;Highly Urban/ Urban;07/03/2022 22:55;dev_integral;92;oui;non;[20k€, 40k€]; [900+€]
ID_872;M;Commercial;z_SUV;no;0;7.0;Highly Urban/ Urban;01/03/2022 05:37;dev_integral;64;non;non;[20k€, 40k€]; [200-300€]
ID_873;M;Commercial;z_SUV;yes;0;13.0;Highly Urban/ Urban;04/05/2022 07:09;dev_integral;68;non;non;[40k€+]; [900+€]
ID_874;F;Commercial;z_SUV;no;0;12.0;Highly Urban/ Urban;04/02/2022 19:41;dev_express;12;non;non;[40k€+]; [200-300€]
ID_875;M;Commercial;Pickup;yes;6;9.0;Highly Urban/ Urban;26/04/2022 10:16;dev_premium;90;non;non;[40k€+]; [900+€]
ID_876;F;Private;Minivan;no;1;7.0;Highly Urban/ Urban;02/01/2022 05:31;dev_integral;55;non;non;[40k€+]; [900+€]
ID_877;M;Private;Minivan;no;7;22.0;Highly Urban/ Urban;26/03/2022 09:04;dev_integral;61;non;non;[40k€+]; [900+€]
ID_878;M;Private;Van;yes;3;1.0;Highly Urban/ Urban;16/01/2022 22:31;dev_integral;55;non;non;[20k€, 40k€]; [900+€]
ID_879;F;Private;Sports Car;no;0;0;Highly Urban/ Urban;26/05/2022 01:56;dev_integral;82;oui;non;[40k€+]; [900+€]
ID_880;M;Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;24/03/2022 15:49;dev_express;89;non;non;[40k€+]; [200-300€]
ID_881;M;Private;Sports Car;no;2;1.0;z_Highly Rural/ Rural;20/04/2022 06:44;dev_express;55;oui;oui;[40k€+]; [200-300€]
ID_882;M;Private;Pickup;yes;0;9.0;Highly Urban/ Urban;11/05/2022 12:25;dev_integral;49;non;non;[40k€+]; [900+€]
ID_883;M;Commercial;Minivan;no;0;10.0;Highly Urban/ Urban;13/01/2022 05:16;dev_express;56;non;non;[40k€+]; [200-300€]
ID_884;F;Private;Minivan;yes;2;9.0;Highly Urban/ Urban;21/03/2022 21:34;dev_express;54;non;non;[40k€+]; [200-300€]
ID_885;F;Private;Minivan;no;0;11.0;z_Highly Rural/ Rural;18/01/2022 19:42;dev_express;43;non;non;[40k€+]; [200-300€]
ID_886;F;Commercial;z_SUV;no;1;1.0;Highly Urban/ Urban;13/04/2022 16:21;dev_express;68;non;non;[40k€+]; [200-300€]
ID_887;F;Commercial;Pickup;no;0;15.0;Highly Urban/ Urban;24/04/2022 13:56;dev_express;78;non;non;[0, 20k€]; [200-300€]
ID_888;M;Commercial;Pickup;no;4;7.0;Highly Urban/ Urban;10/02/2022 20:57;dev_premium;64;non;non;[0, 20k€]; [500-800€]
ID_889;F;Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;28/02/2022 13:38;dev_integral;75;non;non;[0, 20k€]; [200-300€]
ID_890;M;Private;Pickup;no;0;8.0;z_Highly Rural/ Rural;05/02/2022 23:52;dev_express;67;oui;non;[0, 20k€]; [200-300€]
ID_891;M;Private;Pickup;no;1;9.0;Highly Urban/ Urban;27/03/2022 09:37;dev_express;80;non;non;[40k€+]; [200-300€]
ID_892;F;Private;z_SUV;no;2;7.0;z_Highly Rural/ Rural;05/01/2022 09:36;dev_express;38;non;non;[0, 20k€]; [200-300€]
ID_893;M;Private;Minivan;no;2;14.0;Highly Urban/ Urban;03/05/2022 13:03;dev_express;57;non;non;[40k€+]; [200-300€]
ID_894;M;Commercial;z_SUV;yes;0;1.0;Highly Urban/ Urban;26/03/2022 15:22;dev_express;27;non;non;[20k€, 40k€]; [200-300€]
ID_895;F;Commercial;Panel Truck;no;1;15.0;Highly Urban/ Urban;31/01/2022 22:44;dev_express;82;non;non;[20k€, 40k€]; [200-300€]
ID_896;F;Private;Minivan;no;1;20.0;Highly Urban/ Urban;30/04/2022 07:11;dev_express;64;non;non;[40k€+]; [200-300€]
ID_897;F;Commercial;Panel Truck;no;0;13.0;Highly Urban/ Urban;04/02/2022 16:10;dev_premium;3;oui;non;[40k€+]; [500-800€]
ID_898;M;Private;Sports Car;no;4;9.0;z_Highly Rural/ Rural;20/01/2022 00:18;dev_integral;82;oui;non;[40k€+]; [900+€]
ID_899;F;Private;Minivan;yes;0;19.0;Highly Urban/ Urban;22/03/2022 00:59;dev_integral;61;non;non;[40k€+]; [900+€]
ID_900;M;Private;Sports Car;no;0;13.0;Highly Urban/ Urban;31/05/2022 06:29;dev_premium;73;oui;non;[0, 20k€]; [900+€]
ID_901;M;Commercial;Sports Car;no;4;1.0;Highly Urban/ Urban;05/01/2022 05:06;dev_integral;42;non;non;[0, 20k€]; [200-300€]
ID_902;F;Private;Sports Car;yes;10;0.0;Highly Urban/ Urban;23/04/2022 05:49;dev_express;52;oui;non;[0, 20k€]; [200-300€]
ID_903;F;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;02/05/2022 13:16;dev_express;33;non;non;[40k€+]; [200-300€]
ID_904;F;Commercial;Minivan;yes;0;10.0;Highly Urban/ Urban;11/04/2022 11:41;dev_integral;13;oui;oui;[40k€+]; [200-300€]
ID_905;M;Private;z_SUV;no;4;1.0;Highly Urban/ Urban;04/02/2022 15:17;dev_express;35;non;non;[40k€+]; [200-300€]
ID_906;F;Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;22/01/2022 15:31;dev_vip;53;non;non;[20k€, 40k€]; [500-800€]
ID_907;M;Private;Minivan;yes;2;11.0;Highly Urban/ Urban;18/03/2022 16:21;dev_express;42;non;non;[40k€+]; [200-300€]
ID_908;F;Private;Pickup;no;0;6.0;Highly Urban/ Urban;08/02/2022 16:14;dev_integral;55;oui;non;[0, 20k€]; [900+€]
ID_909;M;Commercial;z_SUV;no;0;8.0;z_Highly Rural/ Rural;21/02/2022 08:59;dev_express;26;oui;oui;[0, 20k€]; [200-300€]
ID_910;F;Commercial;Van;yes;2;0;Highly Urban/ Urban;13/01/2022 01:41;dev_integral;27;non;non;[40k€+]; [900+€]
ID_911;F;Private;Pickup;yes;0;11.0;Highly Urban/ Urban;20/05/2022 20:26;dev_express;31;oui;oui;[40k€+]; [200-300€]
ID_912;M;Commercial;Pickup;no;2;1.0;Highly Urban/ Urban;19/02/2022 12:40;dev_express;73;oui;non;[40k€+]; [200-300€]
ID_913;F;Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;13/04/2022 06:07;dev_premium;16;oui;non;[40k€+]; [500-800€]
ID_914;F;Commercial;z_SUV;no;0;8.0;z_Highly Rural/ Rural;25/03/2022 10:32;dev_integral;54;non;non;[40k€+]; [900+€]
ID_915;F;Private;Sports Car;no;1;17.0;Highly Urban/ Urban;08/05/2022 03:44;dev_express;25;non;non;[40k€+]; [200-300€]
ID_916;M;Commercial;z_SUV;no;3;8.0;Highly Urban/ Urban;08/01/2022 09:26;dev_express;70;oui;non;[0, 20k€]; [200-300€]
ID_917;F;Commercial;Pickup;yes;2;1.0;z_Highly Rural/ Rural;20/02/2022 21:02;dev_integral;83;non;non;[0, 20k€]; [200-300€]
ID_918;F;Commercial;Sports Car;no;1;6.0;Highly Urban/ Urban;17/02/2022 13:28;dev_integral;45;non;non;[40k€+]; [900+€]
ID_919;M;Private;Minivan;no;0;9.0;Highly Urban/ Urban;24/01/2022 09:56;dev_integral;54;oui;non;[40k€+]; [900+€]
ID_920;F;Private;Sports Car;no;4;14.0;Highly Urban/ Urban;23/05/2022 04:04;dev_integral;78;oui;oui;[40k€+]; [900+€]
ID_921;M;Commercial;z_SUV;no;0;11.0;Highly Urban/ Urban;12/05/2022 14:06;dev_express;69;non;non;[40k€+]; [200-300€]
ID_922;M;Private;z_SUV;no;0;6.0;Highly Urban/ Urban;25/02/2022 05:46;dev_integral;84;oui;oui;[40k€+]; [200-300€]
ID_923;F;Private;Minivan;yes;0;0;Highly Urban/ Urban;20/05/2022 20:57;dev_express;62;oui;oui;[0, 20k€]; [200-300€]
ID_924;F;Commercial;Panel Truck;yes;0;7.0;Highly Urban/ Urban;22/02/2022 03:31;dev_premium;74;oui;non;[40k€+]; [900+€]
ID_925;F;Private;Minivan;yes;0;6.0;Highly Urban/ Urban;23/02/2022 09:01;dev_express;24;oui;oui;[20k€, 40k€]; [200-300€]
ID_926;M;Private;z_SUV;no;1;1.0;Highly Urban/ Urban;28/03/2022 01:18;dev_premium;6;oui;non;[40k€+]; [500-800€]
ID_927;F;Commercial;z_SUV;no;0;7.0;z_Highly Rural/ Rural;02/05/2022 08:14;dev_express;53;non;non;[0, 20k€]; [200-300€]
ID_928;F;Private;Sports Car;no;6;4.0;Highly Urban/ Urban;20/03/2022 06:02;dev_integral;56;oui;non;[20k€, 40k€]; [900+€]
ID_929;M;Commercial;z_SUV;no;4;10.0;Highly Urban/ Urban;23/04/2022 18:46;dev_integral;13;oui;non;[0, 20k€]; [900+€]
ID_930;M;Commercial;Minivan;yes;11;7.0;Highly Urban/ Urban;11/04/2022 13:58;dev_express;77;non;non;[40k€+]; [200-300€]
